run_id,seed,arm,persona_id,quadrant,template,status,round,attempt_outcome,feedback_frame,filler_id,generation_seed,candidate_before_count,candidate_before_sha256,candidate_after_count,candidate_after_sha256,frustration_median
persona.high_e_high_n.v2.seed-2006.feedback_only,2006,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,4,unsuccessful,valid_feedback,,7338954399356967658,206,3701c51eacc8da4a43acc7def8b9efc78019c15d870b2f7a0f276ba681e765c0,55,04a95813d7014d7950fe157a956d4387a292572957115ac209f07c7805a04adc,0.012279346585273743
persona.high_e_high_n.v2.seed-2006.feedback_only,2006,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,5,unsuccessful,valid_feedback,,9132968224681273883,55,04a95813d7014d7950fe157a956d4387a292572957115ac209f07c7805a04adc,15,ce5d95544a095d12f3a94473e04ccab55002b524452e073c9d463fb6eb1f422c,0.016256552189588547
persona.high_e_high_n.v2.seed-2006.supportive,2006,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,1,unsuccessful,valid_feedback,filler.supportive.1,20746705984210227,10000,9582c82c0e979ad4740159fd2ec5d74526aeb48ac07bda14b2745a25206ae9f4,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,0.0038595355581492186
persona.high_e_high_n.v2.seed-2006.supportive,2006,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,2,unsuccessful,valid_feedback,filler.supportive.2,7186787635236517948,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,0.016279689967632294
persona.high_e_high_n.v2.seed-2006.supportive,2006,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,3,unsuccessful,valid_feedback,filler.supportive.3,2633872377281840482,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,206,3701c51eacc8da4a43acc7def8b9efc78019c15d870b2f7a0f276ba681e765c0,0.01601085625588894
persona.high_e_high_n.v2.seed-2006.supportive,2006,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,4,unsuccessful,valid_feedback,filler.supportive.4,7338954399356967658,206,3701c51eacc8da4a43acc7def8b9efc78019c15d870b2f7a0f276ba681e765c0,55,04a95813d7014d7950fe157a956d4387a292572957115ac209f07c7805a04adc,0.0153812812641263
persona.high_e_high_n.v2.seed-2006.supportive,2006,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,5,unsuccessful,valid_feedback,filler.supportive.5,9132968224681273883,55,04a95813d7014d7950fe157a956d4387a292572957115ac209f07c7805a04adc,15,ce5d95544a095d12f3a94473e04ccab55002b524452e073c9d463fb6eb1f422c,0.01697724498808384
persona.high_e_high_n.v2.seed-2006.neutral,2006,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,1,unsuccessful,valid_feedback,filler.neutral.1,20746705984210227,10000,9582c82c0e979ad4740159fd2ec5d74526aeb48ac07bda14b2745a25206ae9f4,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,0.004035583231598139
persona.high_e_high_n.v2.seed-2006.neutral,2006,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,2,unsuccessful,valid_feedback,filler.neutral.2,7186787635236517948,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,0.015313518233597279
persona.high_e_high_n.v2.seed-2006.neutral,2006,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,3,unsuccessful,valid_feedback,filler.neutral.3,2633872377281840482,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,206,3701c51eacc8da4a43acc7def8b9efc78019c15d870b2f7a0f276ba681e765c0,0.013286221772432327
persona.high_e_high_n.v2.seed-2006.neutral,2006,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,4,unsuccessful,valid_feedback,filler.neutral.4,7338954399356967658,206,3701c51eacc8da4a43acc7def8b9efc78019c15d870b2f7a0f276ba681e765c0,55,04a95813d7014d7950fe157a956d4387a292572957115ac209f07c7805a04adc,0.01132014486938715
persona.high_e_high_n.v2.seed-2006.neutral,2006,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,5,unsuccessful,valid_feedback,filler.neutral.5,9132968224681273883,55,04a95813d7014d7950fe157a956d4387a292572957115ac209f07c7805a04adc,15,ce5d95544a095d12f3a94473e04ccab55002b524452e073c9d463fb6eb1f422c,0.013857920654118061
persona.high_e_high_n.v2.seed-2007.feedback_only,2007,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,1,unsuccessful,valid_feedback,,5495818002014909466,10000,9582c82c0e979ad4740159fd2ec5d74526aeb48ac07bda14b2745a25206ae9f4,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,0.0056761084124445915
persona.high_e_high_n.v2.seed-2007.feedback_only,2007,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,2,unsuccessful,valid_feedback,,7092970346930268185,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,0.015828218311071396
persona.high_e_high_n.v2.seed-2007.feedback_only,2007,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,3,unsuccessful,valid_feedback,,4413334138324627702,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,206,3701c51eacc8da4a43acc7def8b9efc78019c15d870b2f7a0f276ba681e765c0,0.015155420638620853
persona.high_e_high_n.v2.seed-2007.feedback_only,2007,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,4,unsuccessful,valid_feedback,,7609396874926615527,206,3701c51eacc8da4a43acc7def8b9efc78019c15d870b2f7a0f276ba681e765c0,55,04a95813d7014d7950fe157a956d4387a292572957115ac209f07c7805a04adc,0.012279346585273743
persona.high_e_high_n.v2.seed-2007.feedback_only,2007,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,5,unsuccessful,valid_feedback,,1032535146999642755,55,04a95813d7014d7950fe157a956d4387a292572957115ac209f07c7805a04adc,15,ce5d95544a095d12f3a94473e04ccab55002b524452e073c9d463fb6eb1f422c,0.016256552189588547
persona.high_e_high_n.v2.seed-2007.supportive,2007,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,1,unsuccessful,valid_feedback,filler.supportive.1,5495818002014909466,10000,9582c82c0e979ad4740159fd2ec5d74526aeb48ac07bda14b2745a25206ae9f4,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,0.0038595355581492186
persona.high_e_high_n.v2.seed-2007.supportive,2007,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,2,unsuccessful,valid_feedback,filler.supportive.2,7092970346930268185,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,0.016279689967632294
persona.high_e_high_n.v2.seed-2007.supportive,2007,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,3,unsuccessful,valid_feedback,filler.supportive.3,4413334138324627702,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,184,bb21685db6fbb818e3af6f4c5457db0c37e606a39470f45697f58b6b63d9526f,0.015081782825291157
persona.high_e_high_n.v2.seed-2007.supportive,2007,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,4,unsuccessful,valid_feedback,filler.supportive.4,7609396874926615527,184,bb21685db6fbb818e3af6f4c5457db0c37e606a39470f45697f58b6b63d9526f,52,8727d9ce5fc0fc52767e37f5a5888530542b8cfb1a8cd4921fbcebfe35c06ec9,0.015690909698605537
persona.high_e_high_n.v2.seed-2007.supportive,2007,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,5,unsuccessful,valid_feedback,filler.supportive.5,1032535146999642755,52,8727d9ce5fc0fc52767e37f5a5888530542b8cfb1a8cd4921fbcebfe35c06ec9,14,c20fe7ff3ea44b293310f977030bad517d0ae0a26ec375b140ddc7f54e24f9f9,0.01744779944419861
persona.high_e_high_n.v2.seed-2007.neutral,2007,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,1,unsuccessful,valid_feedback,filler.neutral.1,5495818002014909466,10000,9582c82c0e979ad4740159fd2ec5d74526aeb48ac07bda14b2745a25206ae9f4,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,0.004035583231598139
persona.high_e_high_n.v2.seed-2007.neutral,2007,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,2,unsuccessful,valid_feedback,filler.neutral.2,7092970346930268185,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,0.015313518233597279
persona.high_e_high_n.v2.seed-2007.neutral,2007,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,3,unsuccessful,valid_feedback,filler.neutral.3,4413334138324627702,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,184,bb21685db6fbb818e3af6f4c5457db0c37e606a39470f45697f58b6b63d9526f,0.0125381238758564
persona.high_e_high_n.v2.seed-2007.neutral,2007,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,4,unsuccessful,valid_feedback,filler.neutral.4,7609396874926615527,184,bb21685db6fbb818e3af6f4c5457db0c37e606a39470f45697f58b6b63d9526f,52,8727d9ce5fc0fc52767e37f5a5888530542b8cfb1a8cd4921fbcebfe35c06ec9,0.011042404919862747
persona.high_e_high_n.v2.seed-2007.neutral,2007,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,5,unsuccessful,valid_feedback,filler.neutral.5,1032535146999642755,52,8727d9ce5fc0fc52767e37f5a5888530542b8cfb1a8cd4921fbcebfe35c06ec9,14,667ed144f66082f64c9231eb088f118d398b891f4a8c9e9fef02952a87d4d8ab,0.011227967217564583
persona.high_e_high_n.v2.seed-2008.feedback_only,2008,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,1,unsuccessful,valid_feedback,,8344175065288078558,10000,9582c82c0e979ad4740159fd2ec5d74526aeb48ac07bda14b2745a25206ae9f4,3048,db3e09caf8d9fe544e3300a8fb9e065e8f096165d4da0ef01c77d1914c1a939a,0.007937891408801079
persona.high_e_high_n.v2.seed-2008.feedback_only,2008,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,2,unsuccessful,valid_feedback,,1764828235997338309,3048,db3e09caf8d9fe544e3300a8fb9e065e8f096165d4da0ef01c77d1914c1a939a,768,d480a83984f7d7a5f0948aedfe353e5507b5c410d01a3fd8ee84dfd54675586f,0.017285766080021858
persona.high_e_high_n.v2.seed-2008.feedback_only,2008,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,3,unsuccessful,valid_feedback,,1186103364016962603,768,d480a83984f7d7a5f0948aedfe353e5507b5c410d01a3fd8ee84dfd54675586f,194,00f91b14f036a5de859e9bfb7342479d060d7442592d814feaa3311b7aed3e23,0.01907878927886486
persona.high_e_high_n.v2.seed-2008.feedback_only,2008,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,4,unsuccessful,valid_feedback,,1157719167337881160,194,00f91b14f036a5de859e9bfb7342479d060d7442592d814feaa3311b7aed3e23,50,99b4550ff7b20390981f36fe83715e008dbd08292e361bfe3a7d5edca988d041,0.013913464732468128
persona.high_e_high_n.v2.seed-2008.feedback_only,2008,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,5,unsuccessful,valid_feedback,,6714476192934985326,50,99b4550ff7b20390981f36fe83715e008dbd08292e361bfe3a7d5edca988d041,15,854615e93b14ca998d6ef10537c0a493080de05051ab1e49dbd221a7bffe5090,0.015995534136891365
persona.high_e_high_n.v2.seed-2008.supportive,2008,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,1,unsuccessful,valid_feedback,filler.supportive.1,8344175065288078558,10000,9582c82c0e979ad4740159fd2ec5d74526aeb48ac07bda14b2745a25206ae9f4,3048,db3e09caf8d9fe544e3300a8fb9e065e8f096165d4da0ef01c77d1914c1a939a,0.006062386091798544
persona.high_e_high_n.v2.seed-2008.supportive,2008,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,2,unsuccessful,valid_feedback,filler.supportive.2,1764828235997338309,3048,db3e09caf8d9fe544e3300a8fb9e065e8f096165d4da0ef01c77d1914c1a939a,768,d480a83984f7d7a5f0948aedfe353e5507b5c410d01a3fd8ee84dfd54675586f,0.01717383600771427
persona.high_e_high_n.v2.seed-2008.supportive,2008,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,3,unsuccessful,valid_feedback,filler.supportive.3,1186103364016962603,768,d480a83984f7d7a5f0948aedfe353e5507b5c410d01a3fd8ee84dfd54675586f,194,00f91b14f036a5de859e9bfb7342479d060d7442592d814feaa3311b7aed3e23,0.01864580065011978
persona.high_e_high_n.v2.seed-2008.supportive,2008,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,4,unsuccessful,valid_feedback,filler.supportive.4,1157719167337881160,194,00f91b14f036a5de859e9bfb7342479d060d7442592d814feaa3311b7aed3e23,50,99b4550ff7b20390981f36fe83715e008dbd08292e361bfe3a7d5edca988d041,0.0151857053861022
persona.high_e_high_n.v2.seed-2008.supportive,2008,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,5,unsuccessful,valid_feedback,filler.supportive.5,6714476192934985326,50,99b4550ff7b20390981f36fe83715e008dbd08292e361bfe3a7d5edca988d041,27,1b253dbc5dbe43c4bc7205f4a8e872cfb8b93fcced49f5d0cc93433023644eba,0.014555733650922775
persona.high_e_high_n.v2.seed-2008.neutral,2008,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,1,unsuccessful,valid_feedback,filler.neutral.1,8344175065288078558,10000,9582c82c0e979ad4740159fd2ec5d74526aeb48ac07bda14b2745a25206ae9f4,3048,db3e09caf8d9fe544e3300a8fb9e065e8f096165d4da0ef01c77d1914c1a939a,0.0047482093796133995
persona.high_e_high_n.v2.seed-2008.neutral,2008,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,2,unsuccessful,valid_feedback,filler.neutral.2,1764828235997338309,3048,db3e09caf8d9fe544e3300a8fb9e065e8f096165d4da0ef01c77d1914c1a939a,768,5cd676d20b73535e66fa4484e4849ec299e5aa93baf26611f4a135b1c7c0d7fd,0.015951961278915405
persona.high_e_high_n.v2.seed-2008.neutral,2008,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,3,unsuccessful,valid_feedback,filler.neutral.3,1186103364016962603,768,5cd676d20b73535e66fa4484e4849ec299e5aa93baf26611f4a135b1c7c0d7fd,200,da0592db3f94b6e25501e3a03a8dcf83bf0b1602871666a4c23c2df41f308fb3,0.0151030533015728
persona.high_e_high_n.v2.seed-2008.neutral,2008,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,4,unsuccessful,valid_feedback,filler.neutral.4,1157719167337881160,200,da0592db3f94b6e25501e3a03a8dcf83bf0b1602871666a4c23c2df41f308fb3,52,fee77fcc685c20e5db1c3ad97c5c6b7588d06090bcccc85134f1d15dc3c41cb7,0.014269987121224403
persona.high_e_high_n.v2.seed-2008.neutral,2008,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,5,unsuccessful,valid_feedback,filler.neutral.5,6714476192934985326,52,fee77fcc685c20e5db1c3ad97c5c6b7588d06090bcccc85134f1d15dc3c41cb7,10,341e35e545be038124ff3688f877b2fff59e2c2839cf44f0cc5b196813f2a71c,0.015610802918672562
persona.high_e_high_n.v2.seed-2009.feedback_only,2009,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,1,unsuccessful,valid_feedback,,1260204083383722554,10000,9582c82c0e979ad4740159fd2ec5d74526aeb48ac07bda14b2745a25206ae9f4,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,0.0056761084124445915
persona.high_e_high_n.v2.seed-2009.feedback_only,2009,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,2,unsuccessful,valid_feedback,,8078703204154141548,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,0.015828218311071396
persona.high_e_high_n.v2.seed-2009.feedback_only,2009,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,3,unsuccessful,valid_feedback,,4408837213815512884,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,206,3701c51eacc8da4a43acc7def8b9efc78019c15d870b2f7a0f276ba681e765c0,0.015155420638620853
persona.high_e_high_n.v2.seed-2009.feedback_only,2009,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,4,unsuccessful,valid_feedback,,5665391256835248990,206,3701c51eacc8da4a43acc7def8b9efc78019c15d870b2f7a0f276ba681e765c0,55,04a95813d7014d7950fe157a956d4387a292572957115ac209f07c7805a04adc,0.012279346585273743
persona.high_e_high_n.v2.seed-2009.feedback_only,2009,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,5,unsuccessful,valid_feedback,,9128014439954229688,55,04a95813d7014d7950fe157a956d4387a292572957115ac209f07c7805a04adc,16,c4381b23c6bfad65ec6363bfce625f0aee93467eaa2c1d60c80ffbff1be04bda,0.011891748756170273
persona.high_e_high_n.v2.seed-2009.supportive,2009,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,1,unsuccessful,valid_feedback,filler.supportive.1,1260204083383722554,10000,9582c82c0e979ad4740159fd2ec5d74526aeb48ac07bda14b2745a25206ae9f4,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,0.0038595355581492186
persona.high_e_high_n.v2.seed-2009.supportive,2009,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,2,unsuccessful,valid_feedback,filler.supportive.2,8078703204154141548,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,0.016279689967632294
persona.high_e_high_n.v2.seed-2009.supportive,2009,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,3,unsuccessful,valid_feedback,filler.supportive.3,4408837213815512884,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,184,bb21685db6fbb818e3af6f4c5457db0c37e606a39470f45697f58b6b63d9526f,0.015081782825291157
persona.high_e_high_n.v2.seed-2009.supportive,2009,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,4,unsuccessful,valid_feedback,filler.supportive.4,5665391256835248990,184,bb21685db6fbb818e3af6f4c5457db0c37e606a39470f45697f58b6b63d9526f,52,8727d9ce5fc0fc52767e37f5a5888530542b8cfb1a8cd4921fbcebfe35c06ec9,0.015690909698605537
persona.high_e_high_n.v2.seed-2009.supportive,2009,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,5,unsuccessful,valid_feedback,filler.supportive.5,9128014439954229688,52,8727d9ce5fc0fc52767e37f5a5888530542b8cfb1a8cd4921fbcebfe35c06ec9,14,667ed144f66082f64c9231eb088f118d398b891f4a8c9e9fef02952a87d4d8ab,0.014512256719172001
persona.high_e_high_n.v2.seed-2009.neutral,2009,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,1,unsuccessful,valid_feedback,filler.neutral.1,1260204083383722554,10000,9582c82c0e979ad4740159fd2ec5d74526aeb48ac07bda14b2745a25206ae9f4,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,0.004035583231598139
persona.high_e_high_n.v2.seed-2009.neutral,2009,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,2,unsuccessful,valid_feedback,filler.neutral.2,8078703204154141548,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,0.015313518233597279
persona.high_e_high_n.v2.seed-2009.neutral,2009,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,3,unsuccessful,valid_feedback,filler.neutral.3,4408837213815512884,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,184,bb21685db6fbb818e3af6f4c5457db0c37e606a39470f45697f58b6b63d9526f,0.0125381238758564
persona.high_e_high_n.v2.seed-2009.neutral,2009,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,4,unsuccessful,valid_feedback,filler.neutral.4,5665391256835248990,184,bb21685db6fbb818e3af6f4c5457db0c37e606a39470f45697f58b6b63d9526f,52,8727d9ce5fc0fc52767e37f5a5888530542b8cfb1a8cd4921fbcebfe35c06ec9,0.011042404919862747
persona.high_e_high_n.v2.seed-2009.neutral,2009,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,5,unsuccessful,valid_feedback,filler.neutral.5,9128014439954229688,52,8727d9ce5fc0fc52767e37f5a5888530542b8cfb1a8cd4921fbcebfe35c06ec9,14,667ed144f66082f64c9231eb088f118d398b891f4a8c9e9fef02952a87d4d8ab,0.011227967217564583
persona.high_e_high_n.v2.seed-2010.feedback_only,2010,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,1,unsuccessful,valid_feedback,,3469795497683125335,10000,9582c82c0e979ad4740159fd2ec5d74526aeb48ac07bda14b2745a25206ae9f4,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,0.0056761084124445915
persona.high_e_high_n.v2.seed-2010.feedback_only,2010,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,2,unsuccessful,valid_feedback,,7502407488306205158,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,0.015828218311071396
persona.high_e_high_n.v2.seed-2010.feedback_only,2010,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,3,unsuccessful,valid_feedback,,7505458095384574504,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,206,3701c51eacc8da4a43acc7def8b9efc78019c15d870b2f7a0f276ba681e765c0,0.015155420638620853
persona.high_e_high_n.v2.seed-2010.feedback_only,2010,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,4,unsuccessful,valid_feedback,,8890796447059342011,206,3701c51eacc8da4a43acc7def8b9efc78019c15d870b2f7a0f276ba681e765c0,55,04a95813d7014d7950fe157a956d4387a292572957115ac209f07c7805a04adc,0.012279346585273743
persona.high_e_high_n.v2.seed-2010.feedback_only,2010,feedback_only,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,5,unsuccessful,valid_feedback,,2061649511049620242,55,04a95813d7014d7950fe157a956d4387a292572957115ac209f07c7805a04adc,15,ce5d95544a095d12f3a94473e04ccab55002b524452e073c9d463fb6eb1f422c,0.016256552189588547
persona.high_e_high_n.v2.seed-2010.supportive,2010,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,1,unsuccessful,valid_feedback,filler.supportive.1,3469795497683125335,10000,9582c82c0e979ad4740159fd2ec5d74526aeb48ac07bda14b2745a25206ae9f4,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,0.0038595355581492186
persona.high_e_high_n.v2.seed-2010.supportive,2010,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,2,unsuccessful,valid_feedback,filler.supportive.2,7502407488306205158,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,0.016279689967632294
persona.high_e_high_n.v2.seed-2010.supportive,2010,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,3,unsuccessful,valid_feedback,filler.supportive.3,7505458095384574504,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,184,bb21685db6fbb818e3af6f4c5457db0c37e606a39470f45697f58b6b63d9526f,0.015081782825291157
persona.high_e_high_n.v2.seed-2010.supportive,2010,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,4,unsuccessful,valid_feedback,filler.supportive.4,8890796447059342011,184,bb21685db6fbb818e3af6f4c5457db0c37e606a39470f45697f58b6b63d9526f,46,e3f05775af2f3fb2465dd21b0bc5a6dac6415b64618aaa49d98df1e0774df3ca,0.015536585822701454
persona.high_e_high_n.v2.seed-2010.supportive,2010,supportive,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,5,unsuccessful,valid_feedback,filler.supportive.5,2061649511049620242,46,e3f05775af2f3fb2465dd21b0bc5a6dac6415b64618aaa49d98df1e0774df3ca,20,5473296ada55e06d05e3fbf1d02ee3422f49af3eb73f4747257f653189e475b1,0.010193857364356518
persona.high_e_high_n.v2.seed-2010.neutral,2010,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,1,unsuccessful,valid_feedback,filler.neutral.1,3469795497683125335,10000,9582c82c0e979ad4740159fd2ec5d74526aeb48ac07bda14b2745a25206ae9f4,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,0.004035583231598139
persona.high_e_high_n.v2.seed-2010.neutral,2010,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,2,unsuccessful,valid_feedback,filler.neutral.2,7502407488306205158,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,0.015313518233597279
persona.high_e_high_n.v2.seed-2010.neutral,2010,neutral,persona.high_e_high_n.v2,high_e_high_n,v2,complete_five_failures,3,unsuccessful,valid_feedback,filler.neutral.3,7505458095384574504,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,184,bb21685db6fbb818e3af6f4c5457db0c37e606a39470f45697f58b6b63d9526f,0.0125381238758564
